ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B015724OVG,4.0,i found it easy enough for me not that technologically astute to install and use it does warn me if a page is suspicious and that is comforting i recently got one of those dreading scam warnings saying i had to contact the number on the screen or my hard drive would be wiped immediately ran the norton software to check for viruses,norton security deluxe ndash  devices ndash  year subscription  instant download   ready,49.99,0.8095238095238095,63.0,9.0,24.45,63,1,10,7,1,5,1,2,7,63.0,63.0,9.0,7.0,10.0,7.0,0.7143,5.0,1.0,1.0,2.0,0.2857,7.0,1.0,34,11,30,11,38,11,31,11,0.82,0.35,0.32,0.36,1.79,0.94,34,34,34.0,34.0,0.89,0.89,3.9,5.52,0.97,51.67,0.97,1.0,14.0,2.65,0.45,0.9,0.13,0.1,0.23
B00E6OPE0M,4.0,i got this in june when it was time for my renewal came with a card instead of cd which is more convenient for me  working well so far better than last years version on that one i had to uninstallreinstall  times  just last week it stopped and quarantined a suspicious tool kit  thanks mcafee,mcafee total protection   free upgrade ,4.96,0.9090909090909091,55.0,9.166666666666666,32.57,55,1,8,6,1,5,1,1,9,55.0,55.0,9.1667,6.0,8.0,6.0,0.8333,5.0,1.0,1.0,1.0,0.1667,9.0,1.5,31,9,26,9,35,9,29,9,0.83,0.31,0.29,0.2,0.2,0.32,31,31,31.0,31.0,0.89,0.89,3.71,5.24,0.97,45.23,0.9,1.0,5.0,1.58,0.17,0.88,0.14,0.1,0.24
B00005NZ5Z,5.0,i have a preinstalled version of nav  that came with a new pentium  pc running under win xp home  four days ago i networked my old pii pc that unfortunately didnt have any antivirus installed the old pc was infected with the bugbear worm and attempted to infect my new one while file sharing  i read the info on bugbear and appearantly its pretty nasty  it contains a keystroke program that attempts to pick off your account namespasswords nav  caught it and quarantined  unfortunately i couldnt eradicate it from my old unprotected pii so i ended up reformattting the system  and today ive had two instances where the klez worm was caught in my outlook email inbox and quarantined by nav  i am actually very careful regarding email and never open attachments even from friends  however from what i read these virusesworms are passed through scripts imbedded in email messages that exploit the holes in outlook  so they run automatically when you view the message  so i would recommend nav  based on personal experience  but more importantly get some type of antivirus asap if you dont already have it,norton antivirus ,13.99,0.671957671957672,189.0,9.45,-120.37,189,1,24,20,1,16,1,6,22,189.0,189.0,9.45,20.0,24.0,20.0,0.8,16.0,1.0,1.0,6.0,0.3,22.0,1.1,87,38,76,36,124,53,104,49,0.84,0.47,0.44,0.33,3.67,1.35,87,40,41.3,40.8,0.7,0.8,5.52,7.81,0.93,28.48,0.73,0.82,22.09,3.32,0.26,0.73,0.12,0.06,0.17
B00LC9UU6C,4.0,would have rated it a  except the version i received was made in canada it loaded ok on my computer but it would not load on my wifes laptop continually received loading errors fortunately i was able to load the software from kaspersky and then used the key from the box,kaspersky internet security   pcs old version,39.99,0.7450980392156863,51.0,7.285714285714286,36.63,51,1,8,7,1,4,1,1,6,51.0,51.0,7.2857,7.0,8.0,7.0,0.5714,4.0,1.0,1.0,1.0,0.1429,6.0,0.8571,25,9,22,9,30,9,26,9,0.87,0.35,0.36,0.11,0.11,0.24,25,25,25.0,25.0,0.83,0.83,3.23,4.56,0.95,27.56,0.85,0.67,4.0,1.41,0.23,1.0,0.15,0.12,0.27
B001AMHWP8,1.0,i installed snow leopard just days after it was released had all kinds of problems with video players i still dont know where quicktime is called apple support and was essentially blown off i should have taken macworlds advise and waited  months to install so all or most of the bugs were fixed very disappointed with apple support and i bought the  year service contract,mac os x version  snow leopard mac computer with an intel processor required,36.99,0.8153846153846154,65.0,7.222222222222222,22.42,65,1,10,9,1,6,1,3,8,65.0,65.0,7.2222,9.0,10.0,9.0,0.6667,6.0,1.0,1.0,3.0,0.3333,8.0,0.8889,39,12,33,10,48,13,38,11,0.79,0.29,0.31,0.27,0.82,0.64,39,39,39.0,39.0,0.81,0.81,3.98,5.63,0.95,31.34,0.87,1.0,11.0,2.35,0.29,0.79,0.08,0.13,0.21
B00005AC56,3.0,ecdc  platinum would not work under xp as it came out of the box from  but updating it for the  patch as contained on the roxio website seemed to solve that  still why not publish a full working producthowever i still cannot get session selection to be able to access multiple data recording sessions on one cd to work on either my dvd or cdrom drives on my  old gateway even after downloading roxios new drivers patch  and since this was one of the main reasons i updated from the free version  sw that came on my gateway i am very disappointed  i am standing by to get my  email from roxio tech support on this issuethis would seem to be at best a halfbaked product  and i agree that the manual even if some  p long is quite poorly writtenfor shame roxio now adaptec,easy cd creator  platinum old version,67.77,0.6827586206896552,48.666666666666664,11.23076923076923,-58.79,146,1,22,13,3,10,3,1,14,146.0,48.6667,11.2308,13.0,7.3333,4.3333,0.7692,3.3333,3.0,1.0,0.3333,0.0769,4.6667,1.0769,64,26,59,26,87,31,75,31,0.86,0.41,0.41,0.17,0.5,0.5,64,41,41.1,41.1,0.74,0.82,4.85,6.86,0.93,28.21,0.79,0.72,9.39,2.17,0.17,0.8,0.21,0.05,0.27
B005AAWXAU,1.0,i wish i could give this product zero stars thats what it deservesi had been a loyal mcafee total protection customer for at least  years but since the new gui i have had nothing but trouble terrible customer support and it is still not fixed worse yet because i had a  yr subscription for all  of my computers on my network they would not give me a pro rated refund so i could get something that works they only offered an extension like i want to extend a subscription to a horrible product i have given them ample time to solve these issues and i warned them that i would tell everyone i knew if they did not satisfactorily resolve my issues this has been going on since january do your self a favor and do not buy this worthless product with horrible customer support i have been back and forth between there two levels of support multiple times and they have been saying since february that a fix will be coming in a recent update its midapril and im still waitingmy main issues the real time scanner does not stay on after reboot and the network defense does not work do yourselves a favor and find something that works and maybe with some us based customer supportvery dissatisfied customer,mcafee antivirus plus    users old version,6.79,0.6045454545454545,,,-134.91,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,34,77,33,138,38,115,37,0.83,0.32,0.41,0.25,2.25,1.06,83,39,38.7,37.4,0.6,0.73,5.0,7.07,0.9,20.74,0.67,0.75,20.25,3.18,0.23,0.56,0.15,0.03,0.17
B00B1TEIRU,1.0,nightmarei uninstalled it today i purchased it about a month ago i couldnt wait to get rid of it contacted microsoft to see if older versions were available and they said no i think its time for a mac i hope that works out betterwhy is it whenever something good comes along it evolves into a monopoly it turns to crap while the cost increases but there are few options because they have kept out almost all competitionmaybe a cloud based systems would work better if we had  real high speed internetlike the rest of the world but that too is another monopoly story,microsoft office  home   subscription  users pcmac download,99.0,0.7788461538461539,104.0,5.777777777777778,-17.17,104,1,22,18,1,11,1,0,8,104.0,104.0,5.7778,18.0,22.0,18.0,0.6111,11.0,1.0,1.0,0.0,0.0,8.0,0.4444,51,12,45,11,61,13,50,12,0.82,0.24,0.24,0.26,1.32,0.81,51,43,42.9,43.1,0.84,0.86,4.62,6.53,0.96,40.99,0.9,0.95,17.05,2.92,0.36,0.86,0.16,0.02,0.18
B005S4Y65I,1.0,program downloaded fine installed and will not open past the splash screen  do a search with keywords windows  turbo tax  and you will see im not the only one with this issue  i refuse to spend countless hours on the phone with tech support and possibly have them mess up my computer trying to fix their flawed  software  good luck with yours,turbotax premier federal  efile  state  for pc download old version,89.95,0.8387096774193549,62.0,12.4,25.47,62,1,8,5,1,1,1,2,10,62.0,62.0,12.4,5.0,8.0,5.0,0.2,1.0,1.0,1.0,2.0,0.4,10.0,2.0,39,13,34,12,40,13,34,12,0.85,0.35,0.33,0.46,2.77,1.18,39,39,39.0,39.0,0.97,0.97,4.36,6.17,0.99,233.42,1.0,1.0,13.0,2.55,0.38,1.0,0.15,0.0,0.15
1600775411,2.0,i took spanish in high school and college so i know and understand what some may consider to be a lot  but i am far from fluent  i would say i can talk with a child and even then i am not fluent  this program did not help me in my goal to become fluent  it did help me increase my vocabulary but as far as becoming a spanish speaker this program did not help  i also found some errors with the translations  an example is the english speaker said i am from a town and on the screen it said i am from a town called madrid  like i said i know some spanish but this program has not helped me to become fluent  when i read the reviews it was as good as rosetta stone but the tech support was not there i find this not to be true  i have gotten the test demo from then and thought it to be more helpful,spanish levels   amp ,32.2,0.5060240963855421,55.333333333333336,7.217391304347826,-71.64,166,1,30,23,3,15,3,3,14,166.0,55.3333,7.2174,23.0,10.0,7.6667,0.6522,5.0,3.0,1.0,1.0,0.1304,4.6667,0.6087,54,10,46,10,106,17,82,17,0.77,0.21,0.19,0.0,0.0,0.0,54,30,32.1,30.6,0.51,0.62,3.71,5.24,0.86,14.0,0.56,0.57,9.14,2.14,0.2,0.61,0.12,0.04,0.16
B00002SAMZ,1.0,i cannot install this on xp  i have tried all the work arounds found on the support web site and a few of my own but it will not allow me to install  i am a software developer and know this software is flawedthey did not test it on xp,reader rabbit personalized reading ages  jewel case,19.99,0.74,17.0,8.5,54.57,51,1,8,6,3,3,3,1,5,51.0,17.0,8.5,6.0,2.6667,2.0,0.5,1.0,3.0,1.0,0.3333,0.1667,1.6667,0.8333,22,6,18,5,30,8,23,7,0.77,0.3,0.27,0.3,0.9,0.67,22,22,22.0,22.0,0.73,0.73,2.84,4.02,0.91,16.2,0.78,0.9,8.1,2.01,0.39,0.64,0.09,0.0,0.09
B00EZKNYXG,4.0,installation wasnt as easy as the first one from example i purchased the   after inserting the cd there should be a popup or window that open up but it did not due to that it took me an extra  ny minutes to complete the set upi clicked on the webroot icon on my desktop went to my account which i created last year and theres an option for  enter new serial code solvedthe webroot instructions says otherwise,webroot antivirus protection internet security   device   year subscription  pcmac disc,19.88,0.8181818181818182,77.0,11.0,1.78,77,1,10,7,1,7,0,2,11,77.0,77.0,11.0,7.0,10.0,7.0,1.0,7.0,1.0,0.0,2.0,0.2857,11.0,1.5714,44,14,39,14,46,15,40,15,0.87,0.38,0.32,0.27,0.82,0.64,44,44,44.0,44.0,0.96,0.96,4.59,6.49,0.99,143.21,0.97,1.0,11.0,2.35,0.28,0.95,0.2,0.0,0.2
B00006OAQV,1.0,i really wish they would update the description on this i was really looking forward to using this with my kids but it does not work on my mac like it says it does very disappointed now i have to go through the hassle of sending this and  other games i purchased back what a pain,reader rabbit learn to read phonics preschool amp kindergarten,14.95,0.7678571428571429,56.0,7.0,40.02,56,1,11,8,1,4,1,0,4,56.0,56.0,7.0,8.0,11.0,8.0,0.5,4.0,1.0,1.0,0.0,0.0,4.0,0.5,27,4,23,4,32,4,28,4,0.88,0.14,0.15,0.08,0.08,0.2,27,27,27.0,27.0,0.84,0.84,3.38,4.77,0.95,30.7,0.82,0.83,8.33,2.04,0.36,0.88,0.11,0.14,0.25
B00UB76290,5.0,i just downloaded this yesterday and love how easy it is to use only two things i think amazonprogrammers should add to the version for the pcis the ability to print as an example it would be great tobe able to print up some of the recipes from the ebooksand a copy and paste would be nice too even using the control and c key on keyboard does not work withthis programother than those two things i love the ease of reading books on my computer where i spend most of my timeim getting older and love that the font size is adjustable i cant see the small font in books anymore so thisis a great advancement for someone in my situation,kindle for pc download,0.0,0.6885245901639344,122.0,10.166666666666666,-26.98,122,1,18,12,1,11,1,2,18,122.0,122.0,10.1667,12.0,18.0,12.0,0.9167,11.0,1.0,1.0,2.0,0.1667,18.0,1.5,59,18,51,15,74,19,63,16,0.85,0.25,0.31,0.11,0.22,0.33,59,42,42.0,43.5,0.8,0.84,4.85,6.86,0.95,35.52,0.81,0.78,10.89,2.33,0.22,0.93,0.17,0.05,0.22
B00VINBM7I,3.0,it was good for what i paid it renders and does basic floorplans its good for decorators  it is not for professional designer or remodeing use you will have to upgrade to the  version if you want to do elevations it will do a layout page but only one at a time you have to save each file as a new which is annoying but for  the cost i will deal with it  when selecting the software online it doesnt say specifically what it will do it says good better best  i had the pro version at work so i didnt know what features i would be loosing when buying the home version myself you dont need the  version unless you are doing exterior modeling,home designer interiors  pc download,79.99,0.64,125.0,6.578947368421052,-38.49,125,1,27,19,1,14,1,2,16,125.0,125.0,6.5789,19.0,27.0,19.0,0.7368,14.0,1.0,1.0,2.0,0.1053,16.0,0.8421,49,18,44,17,70,18,59,17,0.84,0.29,0.37,0.3,2.13,1.03,49,37,36.6,37.3,0.7,0.74,4.14,5.86,0.92,21.98,0.75,0.78,14.09,2.65,0.31,0.75,0.14,0.02,0.15
B0000DBYKP,2.0,i bought this game for my two kids  and  and sat thought an interminable  while they played itthe game doesnt come with instructions so you have to find them on the disk unfortunately even after reading them i did not find the game very intuitiveone of the first things to occur is that the mouse gets violently mugged by a rat i wasnt expecting that when i bought the gameit was a complete mystery to me how to save during the progress of the game until yet again i looked at the instructions  the progress of the gameplay is not instinctive and i had to look at the instructions again several times in order for the kids to progress furtherthe complexities of the different mini games are too simple and repetitive or too hard for the two of them to play without significant help and input from me  i was gritting my teeth much of the time due to the minigameson the positive side the kids were able to handle the interface well they liked the characters music and graphics you can change the complexity level of the game at any time during gameplay by going back to the main menu it is fairly slick except for the save feature which sucks it should save automatically during the progress of the gamethis is not a learning game it is an adventure game with word puzzles there is no teaching involved since i bought this game expressly for my kids to learn i do not recommend it for anything but adventure entertainment playfyi for all the educated parents out there read the instructions they tell you how to skip any animated sequence including the intro movie  hit the spacebar how to save  hit  how to skip a minigame and win while playing it  hit esc how to go to the main menu  hit  oy,mias reading adventure the search for grandmas remedy,7.64,0.5303514376996805,,,-229.31,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,43,102,42,175,48,150,47,0.86,0.31,0.38,0.16,1.28,0.8,112,40,40.0,39.7,0.64,0.8,5.99,8.47,0.91,25.96,0.68,0.7,24.5,3.5,0.23,0.62,0.15,0.05,0.2
B00UB76290,4.0,i have a kindle too so i mostly use the kindle for pc to check or compare books especially public domain ones before sideloading them onto my kindle and sometimes its faster to read short stories or other short works on the kindle for pc i find it very useful and recommend it especially if you dont have a tablet phone or ereader  ,kindle for pc download,0.0,0.7301587301587301,63.0,21.0,24.45,63,1,7,3,1,2,1,5,6,63.0,63.0,21.0,3.0,7.0,3.0,0.6667,2.0,1.0,1.0,5.0,1.6667,6.0,2.0,31,9,27,8,40,13,34,12,0.85,0.35,0.29,0.22,0.44,0.47,31,31,31.0,31.0,0.78,0.78,3.47,4.9,0.93,23.19,0.79,1.0,9.0,2.12,0.26,0.71,0.12,0.06,0.18
B015724OVG,5.0,norton always was and always will be i imagine the best av and network security software out there ive used it for years and ive never had a virus or intrusion on my network where as others i know who use other top shelf av software have been bombarded with spam and other trash as well as infection from viruses get this if you want to know youre safe on your pc,norton security deluxe ndash  devices ndash  year subscription  instant download   ready,49.99,0.8055555555555556,72.0,9.0,23.78,72,1,10,8,1,4,1,3,6,72.0,72.0,9.0,8.0,10.0,8.0,0.5,4.0,1.0,1.0,3.0,0.375,6.0,0.75,34,13,28,13,47,16,37,16,0.79,0.43,0.38,0.11,0.11,0.24,34,34,34.0,34.0,0.72,0.72,3.51,4.96,0.92,19.88,0.76,0.78,5.44,1.65,0.19,0.79,0.16,0.03,0.19
B00P6U8C22,1.0,the business software cannot efile the mass form  as required by law  the penalty is  for not efiling  i would not use software that cannot comply with filing requirements of the state  i believe the guarantee is that returns are filed accurately and i would guess without penalty,hampr block tax software premium amp business  old version,49.99,0.7291666666666666,50.0,6.25,31.22,50,1,10,8,1,5,1,0,7,50.0,50.0,6.25,8.0,10.0,8.0,0.625,5.0,1.0,1.0,0.0,0.0,7.0,0.875,23,7,21,7,32,8,25,8,0.78,0.32,0.3,0.44,1.78,0.94,23,23,23.0,23.0,0.72,0.72,2.88,4.07,0.9,15.8,0.84,1.0,9.0,2.12,0.36,0.8,0.0,0.04,0.04
B005S4Y13K,4.0,i have used turbotax for several years and have had generally adequate success with it some iterations have been more trying than others but overall i found the deluxe  product to be somewhat better than in years past the return appears to be accurately prepared and the interview interface is less confounding in some areas than in the past the capital gains and charitable contributions sections though are sometimes needlessly convoluted and the worksheets produced if you want to print the whole thing for your records are mammoth my return with all records and worksheets was  pages long each charitable contribution got a three page charitable organization worksheet that is nothing but a waste of paper if you give to a lot of charities each year which i do the dimensions of your records will astound you of course the actual return for filing is much smaller so saving the full set on a cd is most likely adequatethe other irritants are the aggressive promotion of turbotax premier if you have any interest or investment income i have used premier in the past but dont see any way it would have helped me in my situation it may help some people with more complex returns but if you have runofthemill interest dividend and capital gains income deluxe is probably sufficient i do think the badgering from intuit to buy ancillary services is a bit better than in years past honestly besides the pitch for premier and audit defense its pretty benign for  the interview is extensive and worded in a much more userfriendly way than in years past there are still occasionally puzzling questions to make you wonder what they are trying to get at but their help section was able to make quick work of it i had a question on a property sale and it was quickly resolved one thing i would like is for intuit to make it easier to enter data in the order in which you wish as everyone has different recordkeeping and organizational systems you can skip around but its much easier and less errorprone to do it in the order which they have devised another issue which i find extremely irritating is getting to intuits privacy policy and opting out of mailings email etc from them it is a real challenge to find this and i recommend doing it right off the bat if you want to because otherwise you will forget about it i did it when i registered but even then i believe i had to search for privacy options with the help functionfrom an ease of use vantage point installation download of my state return data and updates were a breeze im using a windows machine and i had zero problems with the program itself which is a huge blessing i have not been as lucky with some previous incarnations the questions took me through every aspect of my finances for  and with the exception of the property sale question i couldnt find anything it overlooked i have used turbotax in most of the last fifteen years and found  to be one of the best years yet i have tried the competing hr block software taxcut in a few years and while it produced adequate results i found the interface to be much less userfriendly than intuits though i didnt use it this year of course and as a result i plan to use turbotax deluxe for  as well,turbotax deluxe federal  efile  state  for pc download old version,59.95,0.4784110535405872,,,-507.76,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,71,189,69,349,88,287,85,0.82,0.3,0.35,0.22,3.46,1.32,202,41,41.8,39.9,0.58,0.81,7.65,10.81,0.91,27.23,0.66,0.62,28.59,3.78,0.16,0.62,0.15,0.05,0.2
0842340351,5.0,the life application bible from tyndale house publishers is one of the best bibles i have read it has a timeline showing the chronology of bible events along with important world events this allows you to understand how the biblical events fits in the world history  each book of the bible has a book introduction with vital statistics that describes the purpose of the book author historical setting key verses key people and a blueprint which gives a summary of the book  there is a map in the beginning of each book showing the key places of events in the book  also you will find character studies of different biblical characters like moses davidetc  all over the bible there are foot notes throwing more light into the verses at the end of the bible  there is an index to the notes and there are few colour maps a carefully organized crossreference runs along the margins of the bible text  i find this bible easy to read without straining the eyes with large clear print  also the foot notes are not disturbing when you want to skip them and focus on the biblical text this bible is little heavier than the slimline version but the clear easy to read text and the notes definitely outweighs the weight,life application study bible nkjv,43.25,0.5370370370370371,,,-130.85,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,21,75,21,125,32,112,32,0.9,0.29,0.27,0.23,1.14,0.75,79,37,40.4,37.5,0.63,0.77,5.0,7.07,0.9,22.06,0.67,0.82,14.73,2.71,0.16,0.7,0.17,0.03,0.2
B005CELL1G,1.0,an absolute zero  nuance cant make paperport  work  after several hours talking to tech support it is clear that paperport  and  is unable to connect to anythingwhen i told tech support that my pc was running windows  and is part of a windows server   domain i swear to you i mean swear to you the tech support representative said he was completely lost before i told him that  he continued by saying thatnow i dont even have a one in a million chance of fixing the problem before i pass away  most morbid tech support representative i have ever talked with and he passed me off to yet another representative that was even worse  who passed me off to yet anothersimple to summarize that nuance tech support is useless i mean radioshack useless and it would be better if they didnt answer the phonea week later and after much research it seems that this is a common problem and paperport will never work  when you find as many forums blogs and posts all reviewing the same issue the only reasonable conclusion is that nuance is running a scam  no company could be this bad and stay in business unless they were griftersnever buy nuance products,paperport professional ,118.96,0.5853658536585366,205.0,7.068965517241379,-128.15,205,1,36,29,1,17,1,4,23,205.0,205.0,7.069,29.0,36.0,29.0,0.5862,17.0,1.0,1.0,4.0,0.1379,23.0,0.7931,80,26,72,25,131,37,109,36,0.83,0.33,0.33,0.28,2.53,1.12,80,33,38.8,35.4,0.61,0.68,4.94,6.99,0.9,20.93,0.66,0.75,18.0,3.0,0.22,0.68,0.16,0.04,0.19
B00005LBVU,4.0,this game really makes kids think  it builds logical reasoning skills and they absolutely love it  my  and  year olds have a blast playing  the game adjusts for skill level  im sure it would still be fun for older kids as well  kids have to rescue the zoombinis by helping them relocate to a new land  on their journey kids are met with obstacles each with perameters for kids to navigate  for example figuring out which toppings the pizza troll wants on his pizza from a number of choices  listening to his response gives the clues to help them figure it out and it changes each timemy only  gripes are that you have to change your color setting on your computer and that there is very little explanation initially  but the kids usually figure it all out anyway  i definatly recommend this game,zoombinis logical journey  pcmac,15.88,0.6853146853146853,47.666666666666664,7.15,-65.22,143,1,26,20,3,12,2,0,18,143.0,47.6667,7.15,20.0,8.6667,6.6667,0.6,4.0,3.0,0.6667,0.0,0.0,6.0,0.9,64,20,59,19,84,21,73,20,0.87,0.27,0.31,0.24,1.44,0.85,64,41,40.6,40.1,0.76,0.82,4.94,6.98,0.94,31.35,0.81,0.84,17.64,2.97,0.29,0.76,0.1,0.11,0.21
B000B6N2O4,5.0,i renewed yet againthis product has been the best overall antimalware proram based upon my experiencenice thing about antimalware software is that multiple programs can be used on the same pc  though i would avoid having more than one  realtime scanners set to load at startuptherefore i can scan once with webroot then next time with xcleaner then another time with adawarei also have used mcafee  yuck   star spysubtract by intermute now a part of trent micro  stars xcleaner  i liked it as a utility pkg more than only for its antimalware detection and cleanup     stars counterspy    stars another good product adaware  free verson   stars better than average results,webroot spy sweeper antispyware ,20.47,0.7981651376146789,109.0,12.11111111111111,-47.63,109,1,11,9,1,4,1,1,22,109.0,109.0,12.1111,9.0,11.0,9.0,0.4444,4.0,1.0,1.0,1.0,0.1111,22.0,2.4444,58,27,52,27,78,30,68,30,0.87,0.44,0.47,0.25,0.75,0.61,58,40,40.0,40.2,0.74,0.8,4.64,6.57,0.93,27.82,0.76,0.83,8.33,2.04,0.15,0.77,0.18,0.03,0.21
B00LC9UU6C,1.0,this has crashed my computer do not buy this it crashed my brand new computer i installed it immediately and it has been nothing but a huge hassle it makes my computer stop working it makes websites flash over and over till i restart the computer i shuts my audio down it pops up the favorites bar on its own and it makes my internet stop working this was a brand new computer with  hours on the internet before i installed kaspersky also this is a russian program that isnt approved for use in the united states get rid of it,kaspersky internet security   pcs old version,39.99,0.6039603960396039,101.0,6.733333333333333,-14.13,101,1,18,15,1,9,1,0,18,101.0,101.0,6.7333,15.0,18.0,15.0,0.6,9.0,1.0,1.0,0.0,0.0,18.0,1.2,41,14,37,14,60,18,53,18,0.88,0.34,0.34,0.33,2.0,1.0,41,32,36.0,34.8,0.68,0.64,3.74,5.29,0.91,19.12,0.7,0.72,9.39,2.17,0.25,0.67,0.17,0.02,0.19
0763855553,4.0,there really is nothing better than office  sure there is openoffice  and some others like hancom office but when it comes to a complete package the industry standard microsoft office   is the besti knocked off a star because of the stupid installation i had to go throughenough on that  here is where you will have problems installing this productif you were a student at a universitycollege that gave you a free copy of office  or office  pro editionthe pro edition is a limited use product  it is tied to your student email account  or in my case it was tied to my personal account and school account double badness for me  when you graduate finish take a break etc  your school it department will cut you off from the use of office proyou must use either the new web browser with windows  edge or internet explorer when you are logging into your microsoft account and then attempting to establish a new or revised account when replacing your old school authored version of office   tor browser and firefox will not work correctlytried to establish a new account with the new key  did not worktried to remove the school version of office  did not worktried to reassociate my email with a new office account  did not workyou cannot just change the email associated with your former school account and the home version  in my case i had to call up officecom support and have them remove my personal email account from its association with office pro school account and then enter my new product key associate my personal email account with the product key then force the install of office  home  after the install office    pro school account software was removed and a microsoft tool called fix it solutions  which essentially removed all the registry entries and hidden files related to the school accountif you look under your file  office account then your user account  then manage account  you will be taken to a page where you will either login to a microsoft account or you will be forced to login with your student idstudent email account  even with a new product key  and the intention of creating a new account  the pro school software prevented me from downloading and installing a new copy of office home  due to registry restrictions and a pushed download associated with the pro school version  not sure why my school did this  or if it was unintended or just a stupid it department requirement  the officecom tech support was able to resolve the conflict with no issues  and i was very happy with the prompt attention microsoft gave,microsoft office  home   subscription  users pcmac key card,90.05,0.41855203619909503,,,-368.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,45,124,44,269,68,241,67,0.9,0.28,0.35,0.26,3.88,1.39,130,39,37.2,35.2,0.48,0.71,5.6,7.93,0.87,18.69,0.51,0.74,31.88,3.99,0.18,0.46,0.11,0.03,0.14
B002IKIHEG,5.0,this was such a great movie they kept true to the original land of the lost but gave it a modern twist its good to see sid and marty krofft making movies again this movie had us laughing from beginning to end it was non stop action all the way through this is a must see for any land of the lost fan,land of the lost,8.88,0.746031746031746,63.0,10.5,49.83,63,1,10,6,1,5,1,2,11,63.0,63.0,10.5,6.0,10.0,6.0,0.8333,5.0,1.0,1.0,2.0,0.3333,11.0,1.8333,28,6,25,6,35,8,30,8,0.86,0.27,0.21,0.0,0.0,0.0,28,28,28.0,28.0,0.8,0.8,3.35,4.73,0.94,24.6,0.83,0.8,6.4,1.79,0.27,0.7,0.33,0.0,0.33
B00MCLGAAO,3.0,quickbooks is the best of a lot of not great optionsit somehow manages to be cumbersome for a single person but limited for larger enterprises  theres very much a goldilocks zone for who quickbooks seems to work best for and that doesnt necessarily seem to be their target audienceit is in serious need of some major rebuilding as some of the systems are outdated for working with modern operating systems but it apparently is too much work to fix it to make it work better in a large company environment,quickbooks pro small business accounting software  old version,194.99,0.6777777777777778,90.0,12.857142857142858,-11.42,90,1,14,7,1,4,1,1,12,90.0,90.0,12.8571,7.0,14.0,7.0,0.5714,4.0,1.0,1.0,1.0,0.1429,12.0,1.7143,41,12,37,12,55,13,44,13,0.8,0.3,0.29,0.4,2.4,1.1,41,38,38.2,38.6,0.75,0.76,3.91,5.53,0.93,23.74,0.84,0.8,9.6,2.19,0.27,0.94,0.18,0.07,0.25
B00VWCKJVA,1.0,i cant get this version to work on my pc  it loaded but every time i open the application it freezes and i get the not responding message there may be some issues of compatibility with a graphics card but ive been troubleshooting this issue for a while now with no resolution  and adobe doesnt help  at least if you purchase the online version you get updates and access to online assistance,adobe photoshop lightroom ,149.0,0.7638888888888888,72.0,10.285714285714286,6.86,72,1,10,7,1,5,0,2,12,72.0,72.0,10.2857,7.0,10.0,7.0,0.7143,5.0,1.0,0.0,2.0,0.2857,12.0,1.7143,33,14,30,14,41,15,37,15,0.9,0.41,0.42,0.36,1.45,0.85,33,33,33.0,33.0,0.8,0.8,3.64,5.15,0.94,27.59,0.81,0.82,7.36,1.92,0.24,0.89,0.16,0.0,0.16
